id,x,y,theta,width,length,height
1,169.5341339111328,191.43731689453125,-2.227839946746826,1.5,3.0,1.5
2,197.13441467285156,190.203369140625,2.464399814605713,1.2,3.0,1.5
3,213.25070190429688,173.28201293945312,2.454603433609009,1.2,3.0,1.5
